age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,Total_Income,Total_Expense,Savings,Savings_Percent,Overbudget_Flag
25,Female,Sophomore,Engineering,833,56,3133,615,147,90,201,81,30,148,42,121,Cash,889,4608,-3719,-4.183352081,Yes
22,Female,Freshman,Computer Science,713,382,4116,592,329,120,269,46,53,230,57,153,Credit/Debit Card,1095,5965,-4870,-4.447488584,Yes
20,Male,Junior,Economics,1268,475,5900,661,264,157,258,52,38,167,174,44,Cash,1743,7715,-5972,-3.426276535,Yes
19,Non-binary,Freshman,Biology,819,615,5075,858,153,200,115,76,90,139,154,44,Mobile Payment App,1434,6904,-5470,-3.814504881,Yes
18,Male,Senior,Economics,1268,324,3788,483,339,159,120,55,22,212,173,78,Credit/Debit Card,1592,5429,-3837,-2.410175879,Yes
18,Female,Senior,Engineering,1486,705,4043,661,178,64,276,80,69,144,115,26,Mobile Payment App,2191,5656,-3465,-1.581469649,Yes
24,Male,Freshman,Computer Science,1005,536,3944,687,262,148,200,138,53,146,194,80,Cash,1541,5852,-4311,-2.797534069,Yes
25,Female,Senior,Economics,1205,837,3014,593,183,142,112,77,59,209,145,78,Credit/Debit Card,2042,4612,-2570,-1.258570029,Yes
24,Male,Senior,Engineering,1356,858,5137,747,109,170,153,46,40,131,85,120,Mobile Payment App,2214,6738,-4524,-2.043360434,Yes
22,Male,Senior,Engineering,817,555,5754,716,382,135,142,21,29,188,183,41,Mobile Payment App,1372,7591,-6219,-4.532798834,Yes
22,Male,Sophomore,Biology,706,75,4080,874,139,183,93,41,47,136,164,109,Cash,781,5866,-5085,-6.510883483,Yes
18,Non-binary,Junior,Economics,1102,490,5853,669,230,122,118,41,74,276,69,140,Cash,1592,7592,-6000,-3.768844221,Yes
22,Male,Sophomore,Engineering,1279,898,3980,471,265,148,77,68,37,132,192,157,Credit/Debit Card,2177,5527,-3350,-1.538814883,Yes
18,Male,Sophomore,Economics,1457,998,4232,957,375,139,167,141,31,196,35,55,Credit/Debit Card,2455,6328,-3873,-1.577596741,Yes
21,Female,Freshman,Psychology,1306,37,4943,569,326,100,277,91,85,246,48,79,Cash,1343,6764,-5421,-4.03648548,Yes
25,Male,Sophomore,Engineering,1309,433,4563,495,309,152,290,84,99,256,37,93,Credit/Debit Card,1742,6378,-4636,-2.66130884,Yes
19,Male,Freshman,Biology,1482,705,4973,433,294,144,233,149,59,167,130,96,Credit/Debit Card,2187,6678,-4491,-2.053497942,Yes
23,Male,Sophomore,Economics,1468,333,4845,563,107,74,129,119,24,123,98,173,Mobile Payment App,1801,6255,-4454,-2.473070516,Yes
25,Female,Sophomore,Economics,869,102,3556,544,387,161,158,48,80,163,93,129,Credit/Debit Card,971,5319,-4348,-4.477857878,Yes
18,Male,Junior,Economics,886,917,5448,808,155,169,150,24,60,129,127,195,Mobile Payment App,1803,7265,-5462,-3.029395452,Yes
19,Female,Freshman,Economics,1443,831,4289,511,190,152,108,88,61,178,146,103,Mobile Payment App,2274,5826,-3552,-1.562005277,Yes
23,Non-binary,Freshman,Biology,766,95,4782,880,254,174,238,50,48,158,157,97,Cash,861,6838,-5977,-6.941927991,Yes
22,Non-binary,Senior,Biology,1403,31,4595,761,331,179,57,97,67,273,179,56,Cash,1434,6595,-5161,-3.59902371,Yes
24,Non-binary,Freshman,Engineering,1372,803,4080,432,386,184,50,65,83,248,89,61,Credit/Debit Card,2175,5678,-3503,-1.610574713,Yes
23,Non-binary,Freshman,Biology,1428,597,5495,816,332,127,271,100,22,93,163,60,Mobile Payment App,2025,7479,-5454,-2.693333333,Yes
19,Male,Junior,Biology,1303,60,4515,511,387,179,244,68,100,261,35,154,Cash,1363,6454,-5091,-3.735143067,Yes
20,Non-binary,Sophomore,Economics,572,823,5879,438,360,72,118,80,45,265,48,30,Credit/Debit Card,1395,7335,-5940,-4.258064516,Yes
23,Non-binary,Junior,Economics,558,194,4648,865,183,60,113,128,38,265,42,167,Credit/Debit Card,752,6509,-5757,-7.655585106,Yes
23,Female,Junior,Engineering,1049,476,5972,663,116,162,52,110,21,202,86,63,Mobile Payment App,1525,7447,-5922,-3.883278689,Yes
18,Female,Freshman,Computer Science,923,108,3640,409,384,117,249,76,68,152,86,128,Credit/Debit Card,1031,5309,-4278,-4.149369544,Yes
18,Female,Freshman,Engineering,621,35,5779,558,252,109,289,82,51,98,53,100,Cash,656,7371,-6715,-10.23628049,Yes
21,Non-binary,Junior,Economics,660,348,5689,731,123,88,89,67,64,186,39,26,Mobile Payment App,1008,7102,-6094,-6.045634921,Yes
21,Non-binary,Freshman,Biology,528,92,3863,899,127,184,100,21,55,195,125,134,Mobile Payment App,620,5703,-5083,-8.198387097,Yes
23,Female,Freshman,Psychology,640,618,3719,513,195,144,275,33,63,150,192,90,Mobile Payment App,1258,5374,-4116,-3.271860095,Yes
18,Female,Senior,Computer Science,1427,573,4307,797,224,161,136,87,59,159,87,20,Mobile Payment App,2000,6037,-4037,-2.0185,Yes
18,Male,Sophomore,Computer Science,527,405,4577,532,133,134,292,62,50,164,33,127,Cash,932,6104,-5172,-5.549356223,Yes
25,Female,Freshman,Psychology,1295,787,4591,764,358,142,190,121,77,244,75,113,Cash,2082,6675,-4593,-2.206051873,Yes
23,Female,Sophomore,Economics,1219,491,5149,551,168,126,184,41,67,203,83,35,Cash,1710,6607,-4897,-2.86374269,Yes
24,Female,Senior,Engineering,959,696,3200,593,318,188,153,150,89,285,54,102,Cash,1655,5132,-3477,-2.100906344,Yes
18,Non-binary,Sophomore,Biology,1483,995,3770,569,328,159,103,126,92,284,193,20,Credit/Debit Card,2478,5644,-3166,-1.277643261,Yes
19,Non-binary,Sophomore,Psychology,646,986,5700,857,309,77,88,66,98,174,126,153,Mobile Payment App,1632,7648,-6016,-3.68627451,Yes
23,Male,Senior,Biology,818,353,5174,662,222,160,194,28,98,193,177,166,Credit/Debit Card,1171,7074,-5903,-5.040990606,Yes
18,Male,Senior,Engineering,1268,598,3398,483,304,119,168,34,95,261,107,172,Credit/Debit Card,1866,5141,-3275,-1.755091104,Yes
22,Non-binary,Freshman,Biology,563,345,4713,953,249,181,128,54,54,273,40,122,Mobile Payment App,908,6767,-5859,-6.452643172,Yes
21,Male,Freshman,Psychology,1253,464,5096,404,278,178,235,58,69,89,161,101,Credit/Debit Card,1717,6669,-4952,-2.884100175,Yes
18,Non-binary,Sophomore,Engineering,791,739,5601,628,269,116,102,55,58,179,66,136,Cash,1530,7210,-5680,-3.712418301,Yes
22,Non-binary,Sophomore,Psychology,847,964,3374,999,375,165,172,44,51,180,30,125,Cash,1811,5515,-3704,-2.045278851,Yes
24,Male,Junior,Economics,668,36,5962,635,280,166,176,112,83,191,115,41,Mobile Payment App,704,7761,-7057,-10.02414773,Yes
24,Male,Freshman,Computer Science,1022,883,3174,832,121,137,142,54,65,93,47,170,Cash,1905,4835,-2930,-1.538057743,Yes
20,Non-binary,Senior,Economics,725,704,3181,440,363,85,219,24,73,189,190,33,Cash,1429,4797,-3368,-2.356892932,Yes
24,Non-binary,Junior,Biology,733,144,3556,427,214,71,212,136,73,296,157,157,Credit/Debit Card,877,5299,-4422,-5.042189282,Yes
18,Non-binary,Freshman,Engineering,684,745,4569,884,322,140,265,20,99,201,132,164,Mobile Payment App,1429,6796,-5367,-3.755773268,Yes
20,Male,Senior,Psychology,604,494,3326,622,216,141,54,90,98,268,56,137,Mobile Payment App,1098,5008,-3910,-3.561020036,Yes
23,Male,Sophomore,Engineering,1346,83,5626,799,120,125,292,140,47,62,35,74,Mobile Payment App,1429,7320,-5891,-4.122463261,Yes
23,Non-binary,Junior,Biology,1464,750,3907,493,364,61,170,93,23,88,113,191,Credit/Debit Card,2214,5503,-3289,-1.485546522,Yes
18,Male,Sophomore,Psychology,1258,333,5189,537,370,195,195,84,57,126,125,71,Cash,1591,6949,-5358,-3.367693275,Yes
22,Male,Freshman,Economics,925,476,3755,718,227,80,173,70,88,185,35,43,Cash,1401,5374,-3973,-2.835831549,Yes
18,Male,Sophomore,Computer Science,927,880,5715,748,217,146,227,97,46,220,162,38,Mobile Payment App,1807,7616,-5809,-3.214720531,Yes
20,Non-binary,Freshman,Engineering,1230,967,3784,430,216,55,247,74,90,171,52,162,Mobile Payment App,2197,5281,-3084,-1.403732362,Yes
23,Non-binary,Freshman,Psychology,1437,777,5522,852,375,99,55,150,21,195,53,68,Credit/Debit Card,2214,7390,-5176,-2.337850045,Yes
21,Female,Sophomore,Computer Science,989,158,3913,919,377,159,152,115,40,299,58,176,Credit/Debit Card,1147,6208,-5061,-4.412380122,Yes
19,Male,Senior,Biology,910,724,5884,422,365,164,294,146,34,258,152,24,Cash,1634,7743,-6109,-3.738678091,Yes
18,Male,Freshman,Computer Science,1323,441,3373,701,369,60,235,44,78,276,38,139,Cash,1764,5313,-3549,-2.011904762,Yes
20,Female,Sophomore,Engineering,668,33,4067,453,243,84,283,132,72,294,50,99,Mobile Payment App,701,5777,-5076,-7.241084165,Yes
25,Female,Senior,Biology,1004,465,5665,835,126,179,297,23,52,238,79,104,Credit/Debit Card,1469,7598,-6129,-4.172226004,Yes
21,Female,Junior,Economics,1415,561,3083,967,347,114,175,100,30,166,162,120,Credit/Debit Card,1976,5264,-3288,-1.663967611,Yes
18,Male,Freshman,Engineering,948,739,3799,812,344,111,205,139,94,249,107,43,Credit/Debit Card,1687,5903,-4216,-2.499110848,Yes
21,Non-binary,Junior,Biology,1010,248,3146,972,356,170,60,67,54,77,124,100,Mobile Payment App,1258,5126,-3868,-3.074721781,Yes
19,Female,Sophomore,Biology,873,549,3887,423,111,120,166,116,68,255,137,30,Credit/Debit Card,1422,5313,-3891,-2.73628692,Yes
19,Female,Sophomore,Computer Science,921,148,4073,677,212,78,173,52,33,141,161,69,Cash,1069,5669,-4600,-4.303086997,Yes
19,Female,Freshman,Engineering,1459,285,4511,619,299,145,295,96,71,95,35,170,Mobile Payment App,1744,6336,-4592,-2.633027523,Yes
25,Male,Freshman,Biology,672,213,3980,420,362,64,290,131,53,201,102,83,Credit/Debit Card,885,5686,-4801,-5.424858757,Yes
23,Non-binary,Senior,Engineering,1461,299,4335,500,120,65,112,83,41,83,54,107,Mobile Payment App,1760,5500,-3740,-2.125,Yes
24,Male,Senior,Psychology,1492,644,4495,468,234,76,205,58,80,159,157,66,Credit/Debit Card,2136,5998,-3862,-1.808052434,Yes
19,Male,Senior,Computer Science,627,995,5863,937,188,177,155,137,97,117,172,180,Cash,1622,8023,-6401,-3.946362515,Yes
23,Male,Freshman,Computer Science,961,87,5819,781,393,56,155,64,86,146,63,48,Mobile Payment App,1048,7611,-6563,-6.26240458,Yes
22,Male,Senior,Engineering,954,134,3455,664,332,183,227,36,69,180,45,68,Credit/Debit Card,1088,5259,-4171,-3.833639706,Yes
20,Non-binary,Junior,Biology,1486,958,5843,757,119,135,72,114,47,82,93,136,Mobile Payment App,2444,7398,-4954,-2.02700491,Yes
24,Female,Freshman,Psychology,1331,681,5918,949,335,125,258,94,94,171,34,127,Mobile Payment App,2012,8105,-6093,-3.02833002,Yes
21,Female,Senior,Computer Science,551,492,3257,930,335,59,61,41,60,59,146,151,Cash,1043,5099,-4056,-3.888782359,Yes
18,Non-binary,Senior,Biology,1352,475,5868,718,264,196,151,114,26,244,65,57,Credit/Debit Card,1827,7703,-5876,-3.216201423,Yes
22,Female,Senior,Engineering,1437,204,3820,497,319,161,217,23,81,67,125,149,Mobile Payment App,1641,5459,-3818,-2.326630104,Yes
25,Non-binary,Sophomore,Biology,1146,504,4965,707,295,127,114,97,30,141,63,24,Mobile Payment App,1650,6563,-4913,-2.977575758,Yes
21,Male,Freshman,Biology,1341,899,3133,850,364,183,262,129,26,188,94,130,Credit/Debit Card,2240,5359,-3119,-1.392410714,Yes
25,Female,Sophomore,Biology,1331,227,5479,750,155,184,88,87,72,87,157,53,Mobile Payment App,1558,7112,-5554,-3.564826701,Yes
25,Male,Freshman,Computer Science,1195,845,3900,624,258,183,178,122,91,271,53,94,Mobile Payment App,2040,5774,-3734,-1.830392157,Yes
24,Non-binary,Sophomore,Psychology,1247,269,5692,638,158,196,190,92,88,174,100,68,Cash,1516,7396,-5880,-3.878627968,Yes
25,Female,Senior,Biology,663,798,5418,420,389,97,282,144,84,149,123,167,Cash,1461,7273,-5812,-3.978097194,Yes
23,Female,Senior,Engineering,861,776,4227,924,143,190,208,114,82,119,172,71,Credit/Debit Card,1637,6250,-4613,-2.817959682,Yes
23,Male,Senior,Economics,568,340,3025,620,300,92,233,75,52,296,191,109,Credit/Debit Card,908,4993,-4085,-4.498898678,Yes
20,Female,Senior,Psychology,802,254,4626,568,179,64,265,124,51,117,158,123,Credit/Debit Card,1056,6275,-5219,-4.942234848,Yes
24,Male,Freshman,Economics,821,414,5858,719,174,133,52,76,65,142,66,39,Cash,1235,7324,-6089,-4.930364372,Yes
19,Female,Freshman,Computer Science,1009,770,4354,511,300,189,156,150,54,270,146,46,Credit/Debit Card,1779,6176,-4397,-2.471613266,Yes
19,Non-binary,Junior,Computer Science,526,633,3093,940,215,109,54,31,80,193,192,42,Mobile Payment App,1159,4949,-3790,-3.270060397,Yes
22,Female,Junior,Computer Science,502,755,3717,473,153,54,53,92,50,290,144,70,Mobile Payment App,1257,5096,-3839,-3.054097056,Yes
19,Non-binary,Freshman,Biology,860,550,5703,503,203,171,117,29,31,87,82,196,Mobile Payment App,1410,7122,-5712,-4.05106383,Yes
18,Non-binary,Junior,Economics,1420,576,5141,835,168,102,277,57,47,260,86,196,Cash,1996,7169,-5173,-2.591683367,Yes
21,Female,Senior,Computer Science,540,931,4582,651,221,135,100,21,39,75,72,183,Mobile Payment App,1471,6079,-4608,-3.132562882,Yes
25,Non-binary,Freshman,Psychology,737,995,4234,562,288,62,293,103,89,281,31,162,Mobile Payment App,1732,6105,-4373,-2.52482679,Yes
22,Non-binary,Freshman,Psychology,503,57,3138,843,276,177,175,37,26,258,105,165,Cash,560,5200,-4640,-8.285714286,Yes
22,Female,Freshman,Computer Science,673,972,5357,828,279,95,298,97,21,154,34,162,Mobile Payment App,1645,7325,-5680,-3.452887538,Yes
25,Female,Freshman,Psychology,681,115,5355,848,209,118,51,112,83,240,188,172,Cash,796,7376,-6580,-8.266331658,Yes
22,Male,Freshman,Computer Science,1356,766,5387,599,347,200,238,77,65,190,72,196,Mobile Payment App,2122,7371,-5249,-2.473609802,Yes
25,Female,Sophomore,Computer Science,1062,390,3394,946,298,117,191,116,36,102,73,159,Credit/Debit Card,1452,5432,-3980,-2.741046832,Yes
18,Male,Sophomore,Economics,1399,653,3413,703,157,182,67,41,81,108,154,28,Cash,2052,4934,-2882,-1.404483431,Yes
19,Female,Junior,Engineering,1402,705,3268,715,305,134,87,100,100,228,103,144,Cash,2107,5184,-3077,-1.460370195,Yes
24,Non-binary,Sophomore,Engineering,1184,260,5610,490,376,168,183,102,73,183,85,123,Cash,1444,7393,-5949,-4.119806094,Yes
21,Male,Senior,Economics,743,351,3735,746,305,51,201,55,74,284,117,91,Cash,1094,5659,-4565,-4.172760512,Yes
25,Male,Sophomore,Biology,1384,490,3253,462,286,158,240,90,24,296,191,115,Mobile Payment App,1874,5115,-3241,-1.72945571,Yes
20,Male,Junior,Biology,997,641,4000,589,167,130,142,24,70,179,130,57,Credit/Debit Card,1638,5488,-3850,-2.35042735,Yes
24,Male,Senior,Engineering,618,109,4178,626,335,118,184,22,75,139,85,65,Credit/Debit Card,727,5827,-5100,-7.015130674,Yes
25,Female,Junior,Psychology,1320,498,5329,559,236,122,262,95,61,164,108,65,Cash,1818,7001,-5183,-2.850935094,Yes
25,Male,Sophomore,Computer Science,959,522,4611,402,369,67,162,106,24,141,45,87,Cash,1481,6014,-4533,-3.06076975,Yes
20,Non-binary,Junior,Psychology,950,656,4369,916,207,97,90,42,78,284,75,48,Mobile Payment App,1606,6206,-4600,-2.864259029,Yes
24,Non-binary,Senior,Economics,1286,456,5916,973,263,60,108,115,22,116,63,168,Credit/Debit Card,1742,7804,-6062,-3.479908152,Yes
19,Non-binary,Freshman,Computer Science,893,312,4417,981,156,141,240,125,59,161,118,26,Cash,1205,6424,-5219,-4.331120332,Yes
18,Female,Freshman,Psychology,1126,891,4242,624,182,100,136,86,66,243,83,30,Cash,2017,5792,-3775,-1.871591472,Yes
22,Male,Sophomore,Biology,679,481,5466,674,180,152,147,133,58,67,130,159,Mobile Payment App,1160,7166,-6006,-5.177586207,Yes
25,Male,Freshman,Psychology,803,201,5914,859,143,173,143,142,96,170,103,30,Credit/Debit Card,1004,7773,-6769,-6.742031873,Yes
18,Female,Senior,Biology,664,115,3692,963,213,70,230,150,74,199,167,113,Credit/Debit Card,779,5871,-5092,-6.536585366,Yes
18,Male,Senior,Computer Science,1500,777,5326,772,298,182,173,112,66,170,41,103,Cash,2277,7243,-4966,-2.180939833,Yes
22,Male,Junior,Psychology,1005,777,5596,865,158,56,113,102,71,249,148,196,Credit/Debit Card,1782,7554,-5772,-3.239057239,Yes
22,Female,Sophomore,Biology,883,640,5515,751,243,168,240,138,20,102,55,93,Credit/Debit Card,1523,7325,-5802,-3.809586343,Yes
18,Non-binary,Freshman,Biology,1428,327,5183,822,118,184,209,27,50,212,89,129,Cash,1755,7023,-5268,-3.001709402,Yes
21,Non-binary,Sophomore,Economics,906,449,3883,713,338,126,300,86,46,55,64,122,Cash,1355,5733,-4378,-3.23099631,Yes
18,Non-binary,Freshman,Computer Science,991,836,3317,518,315,98,82,139,94,130,145,151,Cash,1827,4989,-3162,-1.730706076,Yes
23,Female,Freshman,Engineering,1246,754,5420,504,372,107,222,104,31,163,116,182,Mobile Payment App,2000,7221,-5221,-2.6105,Yes
22,Female,Freshman,Biology,1273,10,4229,887,168,197,134,140,60,236,95,136,Credit/Debit Card,1283,6282,-4999,-3.896336711,Yes
22,Male,Junior,Psychology,880,184,4706,415,105,182,266,58,68,277,176,36,Credit/Debit Card,1064,6289,-5225,-4.910714286,Yes
24,Non-binary,Junior,Computer Science,1356,328,5658,901,369,156,284,114,76,145,119,102,Credit/Debit Card,1684,7924,-6240,-3.705463183,Yes
23,Female,Junior,Economics,916,927,5244,411,249,157,173,69,71,255,83,189,Credit/Debit Card,1843,6901,-5058,-2.744438416,Yes
18,Non-binary,Freshman,Economics,1059,668,3940,836,175,131,168,30,81,215,178,31,Credit/Debit Card,1727,5785,-4058,-2.349739433,Yes
24,Female,Junior,Psychology,941,203,3048,617,214,113,233,109,49,266,73,176,Credit/Debit Card,1144,4898,-3754,-3.281468531,Yes
24,Male,Senior,Psychology,764,521,4504,828,142,117,163,73,32,299,51,51,Mobile Payment App,1285,6260,-4975,-3.871595331,Yes
25,Non-binary,Sophomore,Economics,983,670,4654,613,246,126,255,146,20,59,155,197,Cash,1653,6471,-4818,-2.914700544,Yes
18,Non-binary,Senior,Biology,1295,263,4502,647,112,137,172,106,88,108,42,32,Mobile Payment App,1558,5946,-4388,-2.816431322,Yes
22,Female,Sophomore,Computer Science,1301,883,4856,519,141,57,99,76,70,60,116,199,Cash,2184,6193,-4009,-1.835622711,Yes
22,Non-binary,Junior,Biology,829,369,5246,702,146,88,286,144,37,268,85,191,Cash,1198,7193,-5995,-5.004173623,Yes
22,Non-binary,Sophomore,Psychology,1296,1,4574,759,147,143,56,128,72,202,49,190,Credit/Debit Card,1297,6320,-5023,-3.872783346,Yes
21,Male,Freshman,Biology,1278,506,3566,513,360,81,145,48,70,252,94,140,Credit/Debit Card,1784,5269,-3485,-1.953475336,Yes
18,Female,Senior,Biology,725,148,4782,643,169,164,59,137,76,207,189,42,Credit/Debit Card,873,6468,-5595,-6.408934708,Yes
20,Male,Senior,Biology,525,41,4603,889,187,85,118,24,85,75,158,108,Cash,566,6332,-5766,-10.18727915,Yes
25,Non-binary,Junior,Biology,1006,293,3397,583,167,74,195,22,75,77,174,107,Mobile Payment App,1299,4871,-3572,-2.749807544,Yes
20,Male,Sophomore,Biology,872,661,5328,470,220,167,249,122,47,152,51,128,Mobile Payment App,1533,6934,-5401,-3.523157208,Yes
20,Non-binary,Senior,Engineering,549,302,5909,409,270,66,117,61,75,278,132,30,Credit/Debit Card,851,7347,-6496,-7.633372503,Yes
20,Non-binary,Junior,Engineering,885,380,5717,726,135,60,60,69,27,127,87,179,Cash,1265,7187,-5922,-4.681422925,Yes
19,Female,Senior,Computer Science,1197,772,4227,695,180,91,104,106,31,177,48,21,Mobile Payment App,1969,5680,-3711,-1.884713052,Yes
25,Male,Senior,Psychology,539,429,5598,869,209,71,106,116,41,120,149,36,Cash,968,7315,-6347,-6.556818182,Yes
22,Male,Sophomore,Computer Science,804,911,3810,577,291,167,294,64,64,266,134,137,Cash,1715,5804,-4089,-2.38425656,Yes
25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App,1398,5512,-4114,-2.942775393,Yes
25,Female,Senior,Computer Science,1126,771,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card,1897,5283,-3386,-1.784923564,Yes
22,Non-binary,Junior,Economics,849,229,5145,830,364,113,118,60,35,237,175,192,Cash,1078,7269,-6191,-5.743042672,Yes
23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card,661,6448,-5787,-8.754916793,Yes
20,Male,Senior,Biology,1293,449,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App,1742,5982,-4240,-2.433983927,Yes
20,Male,Junior,Biology,903,96,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card,999,5688,-4689,-4.693693694,Yes
23,Non-binary,Junior,Psychology,1149,685,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card,1834,7289,-5455,-2.974372955,Yes
20,Non-binary,Freshman,Biology,1363,536,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App,1899,5338,-3439,-1.810953133,Yes
19,Non-binary,Junior,Engineering,1056,959,4665,593,100,157,214,113,50,286,87,200,Cash,2015,6465,-4450,-2.208436725,Yes
18,Male,Senior,Engineering,1245,80,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App,1325,5060,-3735,-2.818867925,Yes
25,Female,Senior,Computer Science,1149,387,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App,1536,7687,-6151,-4.004557292,Yes
19,Female,Freshman,Psychology,1226,798,4066,494,350,192,159,34,52,226,136,62,Cash,2024,5771,-3747,-1.851284585,Yes
22,Non-binary,Freshman,Engineering,965,387,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App,1352,5563,-4211,-3.11464497,Yes
21,Male,Freshman,Engineering,1338,889,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card,2227,6500,-4273,-1.918724742,Yes
20,Male,Senior,Engineering,1414,811,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card,2225,6773,-4548,-2.044044944,Yes
24,Non-binary,Junior,Psychology,1232,648,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App,1880,6641,-4761,-2.532446809,Yes
18,Male,Freshman,Engineering,528,612,4015,477,286,87,93,29,76,292,175,65,Cash,1140,5595,-4455,-3.907894737,Yes
22,Male,Sophomore,Computer Science,1377,500,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card,1877,6314,-4437,-2.36387853,Yes
23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card,1935,6973,-5038,-2.603617571,Yes
20,Male,Sophomore,Computer Science,766,926,5019,898,226,60,174,86,22,188,147,111,Cash,1692,6931,-5239,-3.096335697,Yes
22,Non-binary,Senior,Engineering,1289,253,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card,1542,6354,-4812,-3.120622568,Yes
21,Male,Sophomore,Economics,887,825,4948,731,309,194,60,109,86,126,177,140,Cash,1712,6880,-5168,-3.018691589,Yes
18,Male,Sophomore,Biology,1040,721,3004,919,206,81,197,48,60,159,132,70,Cash,1761,4876,-3115,-1.768881317,Yes
21,Female,Senior,Engineering,940,973,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card,1913,8014,-6101,-3.189231573,Yes
25,Male,Sophomore,Biology,895,924,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App,1819,7041,-5222,-2.870808136,Yes
25,Male,Sophomore,Psychology,1113,378,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card,1491,5443,-3952,-2.650570087,Yes
24,Non-binary,Freshman,Biology,982,563,5027,830,264,126,213,52,62,296,157,54,Cash,1545,7081,-5536,-3.583171521,Yes
22,Male,Freshman,Psychology,1401,392,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card,1793,7025,-5232,-2.918014501,Yes
18,Male,Sophomore,Psychology,772,72,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App,844,7832,-6988,-8.279620853,Yes
20,Male,Senior,Economics,912,387,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card,1299,5712,-4413,-3.397228637,Yes
23,Female,Sophomore,Economics,946,859,5240,409,380,179,148,81,59,101,139,96,Cash,1805,6832,-5027,-2.785041551,Yes
23,Non-binary,Junior,Biology,834,858,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App,1692,6465,-4773,-2.820921986,Yes
24,Male,Freshman,Psychology,695,457,3265,438,340,77,109,63,24,201,137,82,Cash,1152,4736,-3584,-3.111111111,Yes
20,Male,Sophomore,Biology,1479,398,5517,854,238,93,254,118,22,143,36,67,Cash,1877,7342,-5465,-2.911561002,Yes
21,Non-binary,Sophomore,Economics,994,469,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App,1463,5375,-3912,-2.673957621,Yes
25,Female,Sophomore,Biology,843,555,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App,1398,6629,-5231,-3.741773963,Yes
21,Non-binary,Junior,Biology,1412,671,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App,2083,8112,-6029,-2.894383101,Yes
22,Male,Junior,Computer Science,727,238,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card,965,7467,-6502,-6.737823834,Yes
25,Male,Sophomore,Computer Science,622,642,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App,1264,6794,-5530,-4.375,Yes
23,Female,Senior,Computer Science,1392,197,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card,1589,5192,-3603,-2.267463814,Yes
19,Male,Sophomore,Computer Science,1491,809,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card,2300,6968,-4668,-2.029565217,Yes
22,Non-binary,Junior,Engineering,1038,540,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App,1578,6294,-4716,-2.988593156,Yes
24,Female,Junior,Biology,854,501,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App,1355,5333,-3978,-2.935793358,Yes
21,Male,Sophomore,Biology,1415,688,5211,857,254,156,275,148,54,227,119,87,Cash,2103,7388,-5285,-2.513076557,Yes
18,Non-binary,Senior,Economics,1136,434,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App,1570,6265,-4695,-2.99044586,Yes
22,Non-binary,Senior,Computer Science,971,100,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card,1071,5682,-4611,-4.305322129,Yes
20,Non-binary,Senior,Economics,1115,31,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App,1146,7078,-5932,-5.176265271,Yes
20,Non-binary,Freshman,Biology,523,279,4777,417,256,188,156,105,77,191,137,41,Cash,802,6345,-5543,-6.911471322,Yes
24,Non-binary,Junior,Psychology,533,815,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card,1348,7596,-6248,-4.635014837,Yes
19,Female,Sophomore,Psychology,1129,832,3885,691,131,147,218,38,38,292,168,100,Cash,1961,5708,-3747,-1.910759816,Yes
